game_label,n_agents,competition_key,competition_value,adversary_model,adversary_elo,run_count,adversary_utility_mean,adversary_utility_std,baseline_mean_utility_mean,baseline_mean_utility_std,mean_utility,consensus_rate
game1,8,comp=1.00,1.0,claude-sonnet-4-20250514,1389.0,1,8.0,,13.142857142857142,,12.5,1.0
game1,8,comp=1.00,1.0,gemini-2.5-pro,1448.0,4,14.48375,11.393831207426821,10.280892857142858,0.9983205923459847,10.80625,1.0
game1,8,comp=1.00,1.0,gpt-5.4-high,1484.0,1,27.0,,10.428571428571429,,12.5,1.0
game1,10,comp=0.00,0.0,amazon-nova-micro-v1.0,1240.0,3,100.0,0.0,96.2962962962963,6.415002990995841,96.66666666666667,1.0
game1,10,comp=0.00,0.0,gpt-4o-mini-2024-07-18,1317.0,4,100.0,0.0,97.22222222222223,5.555555555555559,97.5,1.0
game1,10,comp=0.00,0.0,claude-sonnet-4-20250514,1389.0,2,100.0,0.0,100.0,0.0,100.0,1.0
game1,10,comp=0.00,0.0,gemini-2.5-pro,1448.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,10,comp=0.00,0.0,gpt-5.4-high,1484.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,10,comp=0.25,0.25,amazon-nova-micro-v1.0,1240.0,3,11.333333333333334,17.925772879665004,26.14814814814815,12.544406718442108,24.666666666666668,1.0
game1,10,comp=0.25,0.25,gpt-4o-mini-2024-07-18,1317.0,4,19.445,22.090543225552423,15.889722222222222,7.204920779315618,16.24525,1.0
game1,10,comp=0.25,0.25,claude-sonnet-4-20250514,1389.0,2,50.150000000000006,23.82949852598665,22.5,9.192388155425117,25.265,1.0
game1,10,comp=0.25,0.25,gemini-2.5-pro,1448.0,4,67.0,8.445906306213287,41.416666666666664,4.589642122738419,43.975,1.0
game1,10,comp=0.25,0.25,gpt-5.4-high,1484.0,1,62.0,,50.55555555555556,,51.7,1.0
game1,10,comp=0.50,0.5,amazon-nova-micro-v1.0,1240.0,3,17.566666666666666,12.302980668656412,14.581481481481482,2.1443676823720432,14.88,1.0
game1,10,comp=0.50,0.5,gpt-4o-mini-2024-07-18,1317.0,4,15.325,11.85,14.594444444444445,3.3742366916132025,14.6675,1.0
game1,10,comp=0.50,0.5,gemini-2.5-pro,1448.0,4,41.5,12.819256348686272,25.305555555555557,2.213640838373938,26.925,1.0
game1,10,comp=0.75,0.75,amazon-nova-micro-v1.0,1240.0,4,8.25,6.075908711186061,12.11111111111111,0.702728368926307,11.725,1.0
game1,10,comp=0.75,0.75,gpt-4o-mini-2024-07-18,1317.0,4,7.9750000000000005,7.3104377433912955,10.795277777777779,1.4085068926585573,10.51325,1.0
game1,10,comp=0.75,0.75,claude-sonnet-4-20250514,1389.0,2,27.865000000000002,1.6051323932934614,8.856666666666667,2.08832202710427,10.7575,1.0
game1,10,comp=0.75,0.75,gemini-2.5-pro,1448.0,4,25.31,17.108606021531973,12.685555555555556,1.195648488746577,13.948,1.0
game1,10,comp=1.00,1.0,amazon-nova-micro-v1.0,1240.0,2,3.5,4.949747468305833,10.722222222222221,0.5499719409228702,10.0,1.0
game1,10,comp=1.00,1.0,gpt-4o-mini-2024-07-18,1317.0,4,11.175,6.370962773919392,9.313888888888888,0.8813744877487213,9.5,1.0
game1,10,comp=1.00,1.0,claude-sonnet-4-20250514,1389.0,4,11.825,10.585642792638213,9.519444444444446,1.6488772835770094,9.75,1.0
game1,10,comp=1.00,1.0,gemini-2.5-pro,1448.0,4,17.9675,15.516643483691954,8.03138888888889,2.1148540649532728,9.025,1.0
game1,10,comp=1.00,1.0,gpt-5.4-high,1484.0,1,17.0,,9.222222222222221,,10.0,1.0
game2,2,"rho=-1.000, theta=0.20",-0.2,amazon-nova-micro-v1.0,1240.0,4,61.251749999999994,18.84752376971574,81.34375,26.586894445384186,71.29775,1.0
game2,2,"rho=-1.000, theta=0.20",-0.2,gpt-4o-mini-2024-07-18,1317.0,4,68.17,24.78850809010767,88.555,16.58981715792352,78.3625,1.0
