game_label,n_agents,competition_key,competition_value,adversary_model,adversary_elo,run_count,adversary_utility_mean,adversary_utility_std,baseline_mean_utility_mean,baseline_mean_utility_std,mean_utility,consensus_rate
game1,2,comp=0.75,0.75,gemini-2.5-pro,1448.0,4,71.25,5.678908345800272,57.75,2.2173557826083443,64.5,1.0
game1,2,comp=0.75,0.75,claude-opus-4-6-thinking,1504.0,4,76.75,3.4034296427770223,50.75,0.9574271077563381,63.75,1.0
game1,2,comp=1.00,1.0,amazon-nova-micro-v1.0,1240.0,4,23.43,22.004687379435016,71.82,20.019896769630623,47.625,1.0
game1,2,comp=1.00,1.0,gpt-4o-mini-2024-07-18,1317.0,4,25.7611208775,8.75792678450017,55.00055937250001,17.151742251258042,40.380840125,1.0
game1,2,comp=1.00,1.0,claude-sonnet-4-20250514,1389.0,4,43.43625,20.591040679140043,37.78875,14.115105605343519,40.6125,1.0
game1,2,comp=1.00,1.0,gemini-2.5-pro,1448.0,4,43.99175,12.201191427479529,37.70825000000001,3.8135904670008793,40.85,1.0
game1,2,comp=1.00,1.0,claude-opus-4-6-thinking,1504.0,4,51.975,6.5117202028342716,45.525,5.186761995696352,48.75,1.0
game1,4,comp=0.00,0.0,amazon-nova-micro-v1.0,1240.0,4,50.0,57.73502691896257,91.66666666666667,16.666666666666664,81.25,1.0
game1,4,comp=0.00,0.0,gpt-4o-mini-2024-07-18,1317.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,4,comp=0.00,0.0,claude-sonnet-4-20250514,1389.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,4,comp=0.00,0.0,gemini-2.5-pro,1448.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,4,comp=0.00,0.0,claude-opus-4-6-thinking,1504.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,4,comp=0.25,0.25,amazon-nova-micro-v1.0,1240.0,4,51.235,11.74312139083983,47.211666666666666,22.259691771850246,48.2175,1.0
game1,4,comp=0.25,0.25,gpt-4o-mini-2024-07-18,1317.0,4,30.25,28.570089254323307,46.82289613333333,18.134193198766926,42.679672100000005,1.0
game1,4,comp=0.25,0.25,claude-sonnet-4-20250514,1389.0,4,77.25,19.414341777836988,58.583333333333336,9.589249381661933,63.25,1.0
game1,4,comp=0.25,0.25,gemini-2.5-pro,1448.0,2,34.5,31.81980515339464,63.83333333333333,1.649915822768615,56.5,1.0
game1,4,comp=0.25,0.25,claude-opus-4-6-thinking,1504.0,4,74.0,4.96655480858378,67.08333333333333,3.3815950652295976,68.8125,1.0
game1,4,comp=0.50,0.5,amazon-nova-micro-v1.0,1240.0,4,43.95,18.33784792898738,50.21666666666667,5.0312725729882395,48.65,1.0
game1,4,comp=0.50,0.5,gpt-4o-mini-2024-07-18,1317.0,4,31.251500000000004,13.82232285109851,35.074333333333335,10.655778797337048,34.118625,1.0
game1,4,comp=0.50,0.5,claude-sonnet-4-20250514,1389.0,4,42.0,23.395156193822118,54.58333333333333,5.788718274303846,51.4375,1.0
game1,4,comp=0.50,0.5,gemini-2.5-pro,1448.0,1,71.0,,28.666666666666668,,39.25,1.0
game1,4,comp=0.50,0.5,claude-opus-4-6-thinking,1504.0,4,53.5,19.77371993328519,47.666666666666664,2.5092421756969334,49.125,1.0
game1,4,comp=0.75,0.75,amazon-nova-micro-v1.0,1240.0,4,17.75,15.189140857862897,31.0,1.2083045973594584,27.6875,1.0
game1,4,comp=0.75,0.75,gpt-4o-mini-2024-07-18,1317.0,4,24.3,19.400515457069694,25.875,18.11028713190379,25.48125,0.75
game1,4,comp=0.75,0.75,claude-sonnet-4-20250514,1389.0,4,31.2555,12.099197810874353,32.91341666666666,5.090851055788434,32.498937500000004,1.0
game1,4,comp=0.75,0.75,gemini-2.5-pro,1448.0,1,45.9,,32.400000000000006,,35.775,1.0
game1,4,comp=0.75,0.75,claude-opus-4-6-thinking,1504.0,4,34.0,23.7346441585572,29.008333333333333,19.529472030184987,30.25625,0.75
game1,4,comp=1.00,1.0,amazon-nova-micro-v1.0,1240.0,4,24.15,24.338378472418135,23.616666666666667,8.74128137060008,23.75,1.0
game1,4,comp=1.00,1.0,gpt-4o-mini-2024-07-18,1317.0,4,13.3245,17.251478806177747,21.8835,5.2697978139583315,19.743750000000002,1.0
game1,4,comp=1.00,1.0,claude-sonnet-4-20250514,1389.0,2,33.3,17.819090885900998,18.9,5.939696961966999,22.5,1.0
game1,4,comp=1.00,1.0,claude-opus-4-6-thinking,1504.0,4,42.275,13.957883077315127,16.741666666666667,4.811127149062313,23.125,1.0
game1,6,comp=0.00,0.0,amazon-nova-micro-v1.0,1240.0,4,100.0,0.0,95.0,10.0,95.83333333333333,1.0
game1,6,comp=0.00,0.0,gpt-4o-mini-2024-07-18,1317.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,6,comp=0.00,0.0,claude-sonnet-4-20250514,1389.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,6,comp=0.00,0.0,claude-opus-4-6-thinking,1504.0,4,100.0,0.0,100.0,0.0,100.0,1.0
game1,6,comp=0.25,0.25,amazon-nova-micro-v1.0,1240.0,4,16.5,15.63457706495446,33.68,5.896959668620207,30.816666666666666,1.0
game1,6,comp=0.25,0.25,gpt-4o-mini-2024-07-18,1317.0,3,28.22666666666667,21.49130366760782,41.74266666666667,9.51507127316098,39.49,1.0
game1,6,comp=0.25,0.25,claude-sonnet-4-20250514,1389.0,4,58.865,24.913468245107904,42.230000000000004,8.964083890727482,45.0025,1.0
game1,6,comp=0.25,0.25,claude-opus-4-6-thinking,1504.0,4,61.0,8.717797887081346,46.155,6.020196563789816,48.62916666666667,1.0
game1,6,comp=0.50,0.5,amazon-nova-micro-v1.0,1240.0,1,48.6,,20.700000000000003,,25.35,1.0
game1,6,comp=0.50,0.5,gpt-4o-mini-2024-07-18,1317.0,3,27.993333333333336,21.700288784560758,24.817333333333334,9.255187806486337,25.346666666666668,1.0
game1,6,comp=0.50,0.5,claude-sonnet-4-20250514,1389.0,2,32.0,4.242640687119285,28.8,7.636753236814716,29.333333333333336,1.0
game1,6,comp=0.50,0.5,claude-opus-4-6-thinking,1504.0,4,34.75,25.010197920048533,34.84,4.353940743740089,34.825,1.0
